id,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,release_date,anio,mes_num,nombre_mes,dia
13055,Secret Files: Tunguska,ds,2008,adventure,deep silver,0.04,0.01,0.0,0.0,0.05,2008-03-10 00:00:00,2008,3,march,10
13056,Taiho Shichauzo!,ps,2001,adventure,pioneer ldc,0.0,0.0,0.05,0.0,0.05,2001-11-14 00:00:00,2001,11,november,14
13058,Phantom Crash,xb,2002,simulation,phantagram,0.03,0.01,0.01,0.0,0.05,2002-05-07 00:00:00,2002,5,may,7
13059,Men of War: Assault Squad,pc,2011,strategy,1c company,0.01,0.03,0.0,0.01,0.05,2011-12-10 00:00:00,2011,12,december,10
13060,Fishdom,ds,2011,puzzle,atari,0.05,0.0,0.0,0.0,0.05,2011-03-23 00:00:00,2011,3,march,23
13061,Yanya Caballista: City Skater,ps2,2001,sports,tecmo koei,0.02,0.02,0.0,0.01,0.05,2001-11-05 00:00:00,2001,11,november,5
13062,Expendable,ps,1999,action,infogrames,0.03,0.02,0.0,0.0,0.05,1999-11-13 00:00:00,1999,11,november,13
13063,Imagine: Artist,ds,2009,misc,ubisoft,0.05,0.0,0.0,0.0,0.05,2009-07-03 00:00:00,2009,7,july,3
13064,Pet Pals: New Leash on Life,ds,2010,simulation,destineer,0.05,0.0,0.0,0.0,0.05,2010-07-04 00:00:00,2010,7,july,4
13065,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,ds,2005,adventure,activision,0.05,0.0,0.0,0.0,0.05,2005-11-05 00:00:00,2005,11,november,5
13066,The Idolmaster: Gravure For You! Vol. 2,ps3,2011,misc,namco bandai games,0.0,0.0,0.05,0.0,0.05,2011-01-20 00:00:00,2011,1,january,20
13067,Arthur! Ready to Race,ps,2000,racing,the learning company,0.03,0.02,0.0,0.0,0.05,2000-02-09 00:00:00,2000,2,february,9
13068,Thunder Force V: Perfect System,ps,1998,shooter,technosoft,0.03,0.02,0.0,0.0,0.05,1998-06-16 00:00:00,1998,6,june,16
13069,The Typing of the Dead,dc,2000,shooter,sega,0.0,0.0,0.05,0.0,0.05,2000-08-08 00:00:00,2000,8,august,8
13070,The Idolm@ster: Dearly Stars,ds,2009,adventure,namco bandai games,0.0,0.0,0.05,0.0,0.05,2009-11-23 00:00:00,2009,11,november,23
13071,Kids Learn Music A+ Edition,ds,2011,misc,unknown,0.05,0.0,0.0,0.0,0.05,2011-09-20 00:00:00,2011,9,september,20
13072,Child of Light,ps4,2014,role-playing,ubisoft,0.0,0.01,0.04,0.0,0.05,2014-03-06 00:00:00,2014,3,march,6
13073,Over the Hedge: Hammy Goes Nuts!,psp,2006,platform,activision,0.05,0.0,0.0,0.0,0.05,2006-11-21 00:00:00,2006,11,november,21
13074,Kart Racer,wii,2009,racing,nordic games,0.03,0.01,0.0,0.0,0.05,2009-07-03 00:00:00,2009,7,july,3
13075,Bakemonogatari Portable,psp,2012,action,namco bandai games,0.0,0.0,0.05,0.0,0.05,2012-07-07 00:00:00,2012,7,july,7
13076,Sam & Max: Beyond Time and Space,wii,2010,adventure,atari,0.05,0.0,0.0,0.0,0.05,2010-07-19 00:00:00,2010,7,july,19
13077,To Heart 2: Dungeon Travelers,psv,2015,adventure,aqua plus,0.0,0.0,0.05,0.0,0.05,2015-09-16 00:00:00,2015,9,september,16
13078,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,ds,2006,misc,nintendo,0.0,0.0,0.05,0.0,0.05,2006-04-07 00:00:00,2006,4,april,7
13079,Shrek Super Party,gc,2003,misc,tdk mediactive,0.04,0.01,0.0,0.0,0.05,2003-11-23 00:00:00,2003,11,november,23
13080,Monster 4x4: Masters of Metal,gc,2003,racing,ubisoft,0.04,0.01,0.0,0.0,0.05,2003-02-06 00:00:00,2003,2,february,6
13081,Bakusou Kyoudai Let's & Go!! Eternal Wings,ps,1998,racing,jaleco,0.0,0.0,0.05,0.0,0.05,1998-06-04 00:00:00,1998,6,june,4
13082,Caligula,psv,2016,role-playing,furyu,0.0,0.0,0.05,0.0,0.05,2016-10-30 00:00:00,2016,10,october,30
13083,Steins;Gate 0,psv,2015,adventure,pqube,0.0,0.0,0.05,0.0,0.05,2015-01-11 00:00:00,2015,1,january,11
13084,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,ds,2007,action,namco bandai games,0.0,0.0,0.05,0.0,0.05,2007-08-27 00:00:00,2007,8,august,27
13085,NHL Blades of Steel '99,n64,1999,sports,konami digital entertainment,0.05,0.0,0.0,0.0,0.05,1999-10-04 00:00:00,1999,10,october,4
13086,Lips: Deutsche Partyknaller,x360,2009,misc,microsoft game studios,0.0,0.04,0.0,0.01,0.05,2009-07-09 00:00:00,2009,7,july,9
13087,Apassionata: Die Galanacht der Pferde,ds,2009,simulation,rtl,0.0,0.04,0.0,0.01,0.05,2009-07-15 00:00:00,2009,7,july,15
13088,Dungeon Raiders,ds,2009,role-playing,focus home interactive,0.05,0.0,0.0,0.0,0.05,2009-07-07 00:00:00,2009,7,july,7
13089,Second Sight,gc,2004,adventure,codemasters,0.04,0.01,0.0,0.0,0.05,2004-01-08 00:00:00,2004,1,january,8
13090,Philosoma,ps,1995,shooter,sony computer entertainment,0.03,0.02,0.0,0.0,0.05,1995-08-28 00:00:00,1995,8,august,28
13091,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,sat,1995,misc,sega,0.0,0.0,0.05,0.0,0.05,1995-06-07 00:00:00,1995,6,june,7
13092,Puyo Pop,gba,2001,puzzle,sega,0.04,0.01,0.0,0.0,0.05,2001-02-15 00:00:00,2001,2,february,15
13093,Marriage Royale: Prism Story,psp,2010,adventure,ascii media works,0.0,0.0,0.05,0.0,0.05,2010-05-03 00:00:00,2010,5,may,3
13094,Super Heroine Chronicle,psv,2014,role-playing,namco bandai games,0.0,0.0,0.05,0.0,0.05,2014-10-03 00:00:00,2014,10,october,3
13095,Kamiwaza,ps2,2006,action,acquire,0.0,0.0,0.05,0.0,0.05,2006-02-12 00:00:00,2006,2,february,12
13096,Rave Master,gc,2002,fighting,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,2002-02-21 00:00:00,2002,2,february,21
13097,The Technomancer,ps4,2016,role-playing,focus home interactive,0.01,0.03,0.0,0.01,0.05,2016-03-15 00:00:00,2016,3,march,15
13098,Ben 10 Galactic Racing,psv,2012,racing,d3publisher,0.02,0.02,0.0,0.01,0.05,2012-02-21 00:00:00,2012,2,february,21
13099,Kinnikuman Muscle Grand Prix Max,ps2,2006,fighting,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,2006-01-19 00:00:00,2006,1,january,19
13100,Hotel for Dogs,wii,2009,simulation,505 games,0.04,0.0,0.0,0.0,0.05,2009-07-23 00:00:00,2009,7,july,23
13101,Suzuki Super-Bikes II: Riding Challenge,ds,2008,racing,valcon games,0.05,0.0,0.0,0.0,0.05,2008-05-26 00:00:00,2008,5,may,26
13102,Mirror's Edge Catalyst,pc,2016,platform,electronic arts,0.01,0.03,0.0,0.01,0.05,2016-12-28 00:00:00,2016,12,december,28
13103,Jim Henson's Muppets in Spy Muppets: License to Croak,gba,2003,action,tdk mediactive,0.04,0.01,0.0,0.0,0.05,2003-07-27 00:00:00,2003,7,july,27
13104,Medal of Honor: European Assault (weekly JP sales),ps2,2005,shooter,electronic arts,0.0,0.0,0.05,0.0,0.05,2005-05-21 00:00:00,2005,5,may,21
13105,LEGO The Hobbit,pc,2014,action,warner bros. interactive entertainment,0.0,0.04,0.0,0.01,0.05,2014-10-20 00:00:00,2014,10,october,20
13106,Alias,xb,2004,action,acclaim entertainment,0.04,0.01,0.0,0.0,0.05,2004-10-04 00:00:00,2004,10,october,4
13107,Super Robot Taisen Neo,wii,2009,strategy,namco bandai games,0.0,0.0,0.05,0.0,0.05,2009-03-07 00:00:00,2009,3,march,7
13108,PAC-MAN and the Ghostly Adventures,wiiu,2013,platform,namco bandai games,0.04,0.01,0.0,0.0,0.05,2013-08-23 00:00:00,2013,8,august,23
13109,ESPN International Winter Sports 2002,gc,2002,sports,konami digital entertainment,0.04,0.01,0.0,0.0,0.05,2002-05-01 00:00:00,2002,5,may,1
13110,Winter Sports 2011,ps3,2011,sports,dtp entertainment,0.0,0.04,0.0,0.01,0.05,2011-11-16 00:00:00,2011,11,november,16
13111,OutRun 2006: Coast 2 Coast,ps2,2006,racing,sega,0.02,0.01,0.01,0.0,0.05,2006-01-12 00:00:00,2006,1,january,12
13112,Blues Brothers 2000,n64,2000,platform,virgin interactive,0.04,0.01,0.0,0.0,0.05,2000-01-03 00:00:00,2000,1,january,3
13113,Metal Max 2 Reloaded,ds,2011,role-playing,unknown,0.0,0.0,0.05,0.0,0.05,2011-08-10 00:00:00,2011,8,august,10
13114,All Star Tennis 99,n64,1999,sports,ubisoft,0.04,0.01,0.0,0.0,0.05,1999-11-19 00:00:00,1999,11,november,19
13115,Hercules: The Legendary Journeys,n64,2000,role-playing,titus,0.04,0.01,0.0,0.0,0.05,2000-06-01 00:00:00,2000,6,june,1
13116,Dual Heroes,n64,1997,fighting,hudson soft,0.04,0.01,0.0,0.0,0.05,1997-06-29 00:00:00,1997,6,june,29
13117,Fighter Destiny 2,n64,1999,fighting,imagineer,0.04,0.01,0.0,0.0,0.05,1999-09-13 00:00:00,1999,9,september,13
13118,Chameleon Twist 2,n64,1998,platform,infogrames,0.04,0.01,0.0,0.0,0.05,1998-05-18 00:00:00,1998,5,may,18
13119,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,ds,2007,misc,spike,0.0,0.0,0.05,0.0,0.05,2007-11-07 00:00:00,2007,11,november,7
13120,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,ps2,2007,misc,irem software engineering,0.0,0.0,0.05,0.0,0.05,2007-06-28 00:00:00,2007,6,june,28
13121,Winning Post World,ps3,2009,sports,tecmo koei,0.0,0.0,0.05,0.0,0.05,2009-03-11 00:00:00,2009,3,march,11
13122,Arx Fatalis,xb,2003,role-playing,mindscape,0.04,0.01,0.0,0.0,0.05,2003-08-06 00:00:00,2003,8,august,6
13123,Slam Dunk SD Heat Up!!,snes,1995,sports,namco bandai games,0.0,0.0,0.05,0.0,0.05,1995-05-03 00:00:00,1995,5,may,3
13124,My Body Coach,wii,2009,sports,big ben interactive,0.0,0.04,0.0,0.01,0.05,2009-12-26 00:00:00,2009,12,december,26
13125,Steins;Gate 0,ps4,2015,adventure,pqube,0.0,0.0,0.05,0.0,0.05,2015-01-04 00:00:00,2015,1,january,4
13126,Adventure Time: Finn & Jake Investigations,xone,2015,action,little orbit,0.02,0.02,0.0,0.0,0.05,2015-08-21 00:00:00,2015,8,august,21
13127,Dead in the Water,ps,1999,action,asc games,0.03,0.02,0.0,0.0,0.05,1999-02-15 00:00:00,1999,2,february,15
13128,Winning Post 7 2013,ps3,2013,sports,tecmo koei,0.0,0.0,0.05,0.0,0.05,2013-03-08 00:00:00,2013,3,march,8
13129,DiRT 2,pc,2009,racing,codemasters,0.0,0.04,0.0,0.01,0.05,2009-03-02 00:00:00,2009,3,march,2
13130,Detective Conan: Prelude from the Past,ds,2012,action,namco bandai games,0.0,0.0,0.05,0.0,0.05,2012-11-16 00:00:00,2012,11,november,16
13131,Dr. Seuss: Green Eggs and Ham,gba,2003,action,newkidco,0.04,0.01,0.0,0.0,0.05,2003-12-06 00:00:00,2003,12,december,6
13132,Sea Monsters: A Prehistoric Adventure,wii,2007,adventure,zushi games,0.04,0.0,0.0,0.0,0.05,2007-08-13 00:00:00,2007,8,august,13
13133,Atelier Rorona: Alchemist of Arland,psv,2013,role-playing,nippon ichi software,0.0,0.0,0.05,0.0,0.05,2013-07-06 00:00:00,2013,7,july,6
13134,Guilty Gear Dust Strikers,ds,2006,fighting,majesco entertainment,0.05,0.0,0.0,0.0,0.05,2006-07-04 00:00:00,2006,7,july,4
13135,Dark Summit,gc,2002,sports,thq,0.04,0.01,0.0,0.0,0.05,2002-05-05 00:00:00,2002,5,may,5
13136,Singularity,pc,2010,shooter,mastertronic,0.0,0.04,0.0,0.01,0.05,2010-11-08 00:00:00,2010,11,november,8
13137,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,ds,2010,adventure,namco bandai games,0.0,0.0,0.05,0.0,0.05,2010-10-07 00:00:00,2010,10,october,7
13138,George of the Jungle and the Search for the Secret,ds,2008,platform,ignition entertainment,0.05,0.0,0.0,0.0,0.05,2008-12-21 00:00:00,2008,12,december,21
13139,Turbo Turtle Adventure,gba,2002,puzzle,majesco entertainment,0.04,0.01,0.0,0.0,0.05,2002-07-20 00:00:00,2002,7,july,20
13140,Sengoku Basara 4: Sumeragi,ps4,2015,action,capcom,0.0,0.0,0.05,0.0,0.05,2015-03-06 00:00:00,2015,3,march,6
13141,"Warhammer 40,000: Dawn of War",pc,2004,strategy,thq,0.01,0.03,0.0,0.01,0.05,2004-04-17 00:00:00,2004,4,april,17
13142,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,psp,2006,adventure,namco bandai games,0.0,0.0,0.05,0.0,0.05,2006-05-27 00:00:00,2006,5,may,27
13143,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,snes,1994,misc,vap,0.0,0.0,0.05,0.0,0.05,1994-01-04 00:00:00,1994,1,january,4
13144,Corpse Party: Blood Covered - Repeated Fear,psp,2010,adventure,5pb,0.0,0.0,0.05,0.0,0.05,2010-03-02 00:00:00,2010,3,march,2
13145,The Lost Treasures of Alexandria,ds,2011,puzzle,unknown,0.0,0.04,0.0,0.01,0.05,2011-04-14 00:00:00,2011,4,april,14
13146,Chronicles of the Sword,ps,1996,adventure,psygnosis,0.03,0.02,0.0,0.0,0.05,1996-11-17 00:00:00,1996,11,november,17
13147,Hail to the Chimp,ps3,2008,misc,gamecock,0.05,0.0,0.0,0.0,0.05,2008-07-14 00:00:00,2008,7,july,14
13148,The Lost Vikings,gba,2003,puzzle,activision,0.04,0.01,0.0,0.0,0.05,2003-09-19 00:00:00,2003,9,september,19
13149,Keiba Eight Special,snes,1993,sports,misawa,0.0,0.0,0.05,0.0,0.05,1993-08-28 00:00:00,1993,8,august,28
13150,Yaiba: Ninja Gaiden Z,x360,2014,action,tecmo koei,0.03,0.02,0.0,0.0,0.05,2014-07-01 00:00:00,2014,7,july,1
13151,Harukanaru Toki no Naka de 3,ps2,2004,adventure,tecmo koei,0.0,0.0,0.05,0.0,0.05,2004-11-05 00:00:00,2004,11,november,5
13152,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,gc,2005,platform,global star,0.04,0.01,0.0,0.0,0.05,2005-03-04 00:00:00,2005,3,march,4
13153,Need for Speed Carbon,pc,2006,racing,electronic arts,0.0,0.04,0.0,0.01,0.05,2006-10-03 00:00:00,2006,10,october,3
13154,Reel Fishing: The Great Outdoors,psp,2006,sports,natsume,0.05,0.0,0.0,0.0,0.05,2006-08-22 00:00:00,2006,8,august,22
13155,Assassin's Creed: Altair's Chronicles,ds,2008,platform,ubisoft,0.03,0.01,0.0,0.0,0.05,2008-07-17 00:00:00,2008,7,july,17
13156,Pirates vs Ninja Dodgeball,wii,2009,sports,southpeak games,0.05,0.0,0.0,0.0,0.05,2009-05-14 00:00:00,2009,5,may,14
13157,Guild 01,3ds,2012,action,level 5,0.0,0.0,0.05,0.0,0.05,2012-10-22 00:00:00,2012,10,october,22
13159,Nike+ Kinect Training,x360,2012,sports,microsoft game studios,0.02,0.02,0.0,0.0,0.05,2012-05-08 00:00:00,2012,5,may,8
13160,Durarara!! 3-way Standoff,psp,2010,adventure,ascii media works,0.0,0.0,0.05,0.0,0.05,2010-12-15 00:00:00,2010,12,december,15
13161,Ty the Tasmanian Tiger 3: Night of the Quinkan,gba,2005,action,zoo digital publishing,0.04,0.01,0.0,0.0,0.05,2005-04-20 00:00:00,2005,4,april,20
13162,Cartoon Network Racing,ds,2006,action,game factory,0.04,0.0,0.0,0.0,0.05,2006-06-30 00:00:00,2006,6,june,30
13163,Tokimeki Memorial Girl's Side 2nd Kiss,ps2,2006,adventure,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,2006-01-04 00:00:00,2006,1,january,4
13164,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,psp,2010,role-playing,spike,0.0,0.0,0.05,0.0,0.05,2010-06-09 00:00:00,2010,6,june,9
13165,Active Life: Magical Carnival,wii,2011,misc,namco bandai games,0.04,0.01,0.0,0.0,0.05,2011-11-19 00:00:00,2011,11,november,19
13166,Hokuto no Ken,ps2,2007,fighting,sega,0.0,0.0,0.05,0.0,0.05,2007-04-08 00:00:00,2007,4,april,8
13167,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),ds,2006,misc,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,2006-11-10 00:00:00,2006,11,november,10
13168,Stretch Panic,ps2,2001,platform,midas interactive entertainment,0.02,0.02,0.0,0.01,0.05,2001-05-14 00:00:00,2001,5,may,14
13169,Empire Earth,pc,2001,strategy,vivendi games,0.0,0.04,0.0,0.01,0.05,2001-10-12 00:00:00,2001,10,october,12
13170,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3ds,2013,role-playing,square enix,0.0,0.0,0.05,0.0,0.05,2013-04-29 00:00:00,2013,4,april,29
13171,Baku Baku,sat,1995,puzzle,sega,0.0,0.0,0.05,0.0,0.05,1995-09-08 00:00:00,1995,9,september,8
13172,Pro Cycling Manager 2016,ps4,2016,sports,focus home interactive,0.0,0.04,0.0,0.01,0.05,2016-10-04 00:00:00,2016,10,october,4
13173,SD Gundam: Over Galaxian,ps,1996,shooter,namco bandai games,0.0,0.0,0.05,0.0,0.05,1996-09-27 00:00:00,1996,9,september,27
13174,Rogue Ops,gc,2003,action,kemco,0.04,0.01,0.0,0.0,0.05,2003-01-15 00:00:00,2003,1,january,15
13175,Smart Kid's Party Fun Pak,ds,2008,misc,ufo interactive,0.05,0.0,0.0,0.0,0.05,2008-05-15 00:00:00,2008,5,may,15
13176,MXGP 2,xone,2016,racing,milestone s.r.l.,0.02,0.02,0.0,0.0,0.05,2016-01-06 00:00:00,2016,1,january,6
13177,Virtua Tennis 3,x360,2007,sports,sega,0.03,0.02,0.0,0.0,0.05,2007-02-04 00:00:00,2007,2,february,4
13178,BeatMania IIDX 3rd Style,ps2,2000,simulation,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,2000-10-07 00:00:00,2000,10,october,7
13179,Yu-Gi-Oh! World Championship 2007,ds,2007,strategy,konami digital entertainment,0.0,0.01,0.04,0.0,0.05,2007-07-01 00:00:00,2007,7,july,1
13180,Hummer Badlands,ps2,2006,racing,global star,0.02,0.02,0.0,0.01,0.05,2006-06-15 00:00:00,2006,6,june,15
13181,Freelancer,pc,2003,simulation,microsoft game studios,0.02,0.02,0.0,0.01,0.05,2003-04-05 00:00:00,2003,4,april,5
13182,Woody Woodpecker: Escape from Buzz Buzzard Park,ps2,2001,platform,dreamcatcher interactive,0.02,0.02,0.0,0.01,0.05,2001-08-17 00:00:00,2001,8,august,17
13183,Operation Flashpoint: Dragon Rising,pc,2009,shooter,codemasters,0.01,0.03,0.0,0.01,0.05,2009-10-16 00:00:00,2009,10,october,16
13184,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",ps2,2007,adventure,505 games,0.0,0.0,0.05,0.0,0.05,2007-04-14 00:00:00,2007,4,april,14
13185,Furu Furu Park,wii,2007,misc,taito,0.05,0.0,0.0,0.0,0.05,2007-10-13 00:00:00,2007,10,october,13
13186,Monster Band,ds,2008,misc,tivola,0.04,0.0,0.0,0.0,0.05,2008-11-28 00:00:00,2008,11,november,28
13187,Alter Echo,xb,2003,shooter,thq,0.04,0.01,0.0,0.0,0.05,2003-02-06 00:00:00,2003,2,february,6
13188,BeatMania IIDX 4th Style: New Songs Collection,ps2,2001,simulation,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,2001-04-01 00:00:00,2001,4,april,1
13189,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,ds,2008,misc,benesse,0.0,0.0,0.05,0.0,0.05,2008-12-21 00:00:00,2008,12,december,21
13190,G1 Grand Prix,3ds,2012,action,genki,0.0,0.0,0.05,0.0,0.05,2012-07-28 00:00:00,2012,7,july,28
13191,LEGO Indiana Jones 2: The Adventure Continues,pc,2009,action,activision,0.02,0.03,0.0,0.01,0.05,2009-07-18 00:00:00,2009,7,july,18
13192,QUIZ PARTY,wii,2012,misc,nintendo,0.0,0.05,0.0,0.0,0.05,2012-01-30 00:00:00,2012,1,january,30
13193,MTX Mototrax,psp,2006,racing,activision,0.04,0.0,0.0,0.0,0.05,2006-02-25 00:00:00,2006,2,february,25
13194,Around the World in 80 Days,gba,2004,action,hip interactive,0.03,0.01,0.0,0.0,0.05,2004-03-29 00:00:00,2004,3,march,29
13195,Houkago Shounen,ds,2008,misc,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,2008-11-18 00:00:00,2008,11,november,18
13196,The Grim Adventures of Billy & Mandy,wii,2006,action,midway games,0.04,0.0,0.0,0.0,0.05,2006-06-09 00:00:00,2006,6,june,9
13197,Classic Dungeon X2,psp,2011,role-playing,nippon ichi software,0.0,0.0,0.05,0.0,0.05,2011-12-03 00:00:00,2011,12,december,3
13198,Whirl Tour,gc,2002,sports,vivendi games,0.04,0.01,0.0,0.0,0.05,2002-07-13 00:00:00,2002,7,july,13
13199,Sesame Street: Cookie's Counting Carnival,pc,2010,misc,warner bros. interactive entertainment,0.05,0.0,0.0,0.0,0.05,2010-07-09 00:00:00,2010,7,july,9
13200,Pinball Tycoon,gba,2002,misc,ignition entertainment,0.03,0.01,0.0,0.0,0.05,2002-06-24 00:00:00,2002,6,june,24
13201,Major League Baseball 2K11,ps2,2011,sports,take-two interactive,0.02,0.02,0.0,0.01,0.05,2011-09-23 00:00:00,2011,9,september,23
13202,Cartoon Network Block Party,gba,2004,misc,majesco entertainment,0.03,0.01,0.0,0.0,0.05,2004-01-11 00:00:00,2004,1,january,11
13203,Power Spike Pro Beach Volleyball,ps,2000,sports,infogrames,0.03,0.02,0.0,0.0,0.05,2000-06-24 00:00:00,2000,6,june,24
13204,White Album: Tsuzurareru Fuyu no Omoide,ps3,2010,adventure,aqua plus,0.0,0.0,0.05,0.0,0.05,2010-01-07 00:00:00,2010,1,january,7
13205,Harukanaru Toki no Naka de: Yumenoukihashi,ds,2008,adventure,tecmo koei,0.0,0.0,0.05,0.0,0.05,2008-01-08 00:00:00,2008,1,january,8
13206,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,ps,1998,misc,gainax network systems,0.0,0.0,0.05,0.0,0.05,1998-01-21 00:00:00,1998,1,january,21
13207,SD Gundam: Scad Hammers,wii,2006,strategy,namco bandai games,0.0,0.0,0.05,0.0,0.05,2006-06-13 00:00:00,2006,6,june,13
13208,Spitfire Heroes: Tales of the Royal Air Force,ds,2008,simulation,destineer,0.05,0.0,0.0,0.0,0.05,2008-09-06 00:00:00,2008,9,september,6
13209,Super Bust-A-Move,gba,2001,puzzle,ubisoft,0.03,0.01,0.0,0.0,0.05,2001-03-23 00:00:00,2001,3,march,23
13210,TNA iMPACT: Cross the Line,ds,2010,fighting,southpeak games,0.05,0.0,0.0,0.0,0.05,2010-03-15 00:00:00,2010,3,march,15
13211,Adventure Time: Explore the Dungeon Because I Don't Know!,ps3,2013,action,d3publisher,0.02,0.02,0.0,0.01,0.05,2013-08-04 00:00:00,2013,8,august,4
13212,ZooCube,gba,2002,puzzle,acclaim entertainment,0.03,0.01,0.0,0.0,0.05,2002-07-14 00:00:00,2002,7,july,14
13213,Stunt GP,ps2,2001,racing,titus,0.02,0.02,0.0,0.01,0.05,2001-06-04 00:00:00,2001,6,june,4
13214,Wicked Monster Blast!,wii,2011,shooter,pqube,0.04,0.0,0.0,0.0,0.05,2011-09-18 00:00:00,2011,9,september,18
13215,NBA 2K,dc,1999,sports,sega,0.0,0.0,0.05,0.0,0.05,1999-11-23 00:00:00,1999,11,november,23
13216,D.Gray-man: Kami no Shitotachi,ds,2007,adventure,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,2007-07-17 00:00:00,2007,7,july,17
13217,Bladestorm: Nightmare,xone,2015,action,tecmo koei,0.03,0.02,0.0,0.0,0.05,2015-11-24 00:00:00,2015,11,november,24
13218,Strikers 1945,sat,1996,shooter,atlus,0.0,0.0,0.05,0.0,0.05,1996-11-23 00:00:00,1996,11,november,23
13219,World Series of Poker,gc,2005,misc,activision value,0.04,0.01,0.0,0.0,0.05,2005-02-13 00:00:00,2005,2,february,13
13220,Jikkyou Oshaberi Parodius,snes,1995,shooter,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,1995-10-20 00:00:00,1995,10,october,20
13221,Super Jinsei Game 2,snes,1995,misc,takara,0.0,0.0,0.05,0.0,0.05,1995-10-20 00:00:00,1995,10,october,20
13222,Winter Sports 3: The Great Tournament,wii,2010,sports,tradewest,0.02,0.02,0.0,0.0,0.05,2010-09-12 00:00:00,2010,9,september,12
13223,J-League Winning Eleven 2010: Club Championship,ps2,2010,sports,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,2010-09-02 00:00:00,2010,9,september,2
13224,Johnny Bazookatone,ps,1995,platform,u.s. gold,0.03,0.02,0.0,0.0,0.05,1995-11-24 00:00:00,1995,11,november,24
13225,Beastly Frantic Foto,ds,2011,puzzle,storm city games,0.04,0.0,0.0,0.0,0.05,2011-12-13 00:00:00,2011,12,december,13
13226,Neverland Card Battles,psp,2008,role-playing,idea factory,0.04,0.0,0.0,0.01,0.05,2008-03-23 00:00:00,2008,3,march,23
13227,Need for Speed Underground,pc,2003,racing,electronic arts,0.0,0.04,0.0,0.01,0.05,2003-05-19 00:00:00,2003,5,may,19
13228,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3ds,2015,action,alchemist,0.0,0.0,0.05,0.0,0.05,2015-05-07 00:00:00,2015,5,may,7
13229,Reign of Fire,gba,2002,shooter,bam! entertainment,0.03,0.01,0.0,0.0,0.05,2002-05-28 00:00:00,2002,5,may,28
13230,Worms Reloaded,pc,2010,strategy,team17 software,0.0,0.04,0.0,0.01,0.05,2010-03-04 00:00:00,2010,3,march,4
13231,StarCraft,pc,1998,strategy,activision,0.0,0.04,0.0,0.01,0.05,1998-10-24 00:00:00,1998,10,october,24
13232,Koihime Musou,ps2,2008,adventure,yeti,0.0,0.0,0.05,0.0,0.05,2008-09-16 00:00:00,2008,9,september,16
13233,Nicktoons: Attack of the Toybots,ds,2007,platform,thq,0.04,0.0,0.0,0.0,0.05,2007-09-19 00:00:00,2007,9,september,19
13234,NBA 2K17,ps3,2016,sports,take-two interactive,0.03,0.01,0.0,0.01,0.05,2016-03-25 00:00:00,2016,3,march,25
13235,Blazing Souls: Accelate,psp,2009,role-playing,idea factory,0.04,0.0,0.01,0.0,0.05,2009-04-08 00:00:00,2009,4,april,8
13236,Ms Saga: A New Dawn,ps2,2005,role-playing,namco bandai games,0.02,0.02,0.0,0.01,0.05,2005-10-31 00:00:00,2005,10,october,31
13237,Kekkon Zenya,sat,1995,adventure,shogakukan,0.0,0.0,0.05,0.0,0.05,1995-07-13 00:00:00,1995,7,july,13
13238,Finny the Fish & the Seven Waters,ps2,2004,sports,sony computer entertainment,0.02,0.02,0.0,0.01,0.05,2004-04-06 00:00:00,2004,4,april,6
13239,Barnyard,gba,2006,action,thq,0.03,0.01,0.0,0.0,0.05,2006-11-04 00:00:00,2006,11,november,4
13240,Next Generation of Chaos,ps2,2002,role-playing,idea factory,0.0,0.0,0.05,0.0,0.05,2002-06-25 00:00:00,2002,6,june,25
